account_id,observation_month,watchlist_rank,predicted_probability,target_deterioration_6m,months_to_deterioration,reason_feature_1,reason_value_1,reason_shap_1,reason_1,reason_feature_2,reason_value_2,reason_shap_2,reason_2,reason_feature_3,reason_value_3,reason_shap_3,reason_3
ACC001752,2022-05-31,69,1.0,1,1.0,cash_buffer_months,1.295,0.9040867686271667,Cash buffer is thin or deteriorating (cash_buffer_months=1.295),utilization_std_3m,0.1511972993585973,0.863209068775177,Utilisation volatility is elevated (utilization_std_3m=0.151),utilization_change_1m,0.1921,0.7628605961799622,Utilisation increased recently (utilization_change_1m=0.192)
ACC001800,2022-05-31,70,1.0,0,,utilization_std_3m,0.0934372695091919,0.893785834312439,Utilisation volatility is elevated (utilization_std_3m=0.093),cash_buffer_months,2.01,0.8703728318214417,Cash buffer is thin or deteriorating (cash_buffer_months=2.010),utilization_std_6m,0.1099173644152734,0.49661892652511597,Utilisation volatility is elevated (utilization_std_6m=0.110)
ACC001849,2022-05-31,71,1.0,1,4.0,cash_buffer_months,1.841,0.9153169989585876,Cash buffer is thin or deteriorating (cash_buffer_months=1.841),payment_to_balance,0.0313232933777794,0.470327764749527,Payment relative to balance is weak (payment_to_balance=0.031),payment_to_due_ratio,0.6961,0.41066253185272217,Payment coverage is high (payment_to_due_ratio=0.696)
ACC001878,2022-05-31,72,1.0,1,2.0,cash_buffer_months,1.675,1.2871161699295044,Cash buffer is thin or deteriorating (cash_buffer_months=1.675),payment_to_balance,0.0127399332294098,0.5707055926322937,Payment relative to balance is weak (payment_to_balance=0.013),utilization_std_6m,0.1323118538403363,0.5439779162406921,Utilisation volatility is elevated (utilization_std_6m=0.132)
ACC001903,2022-05-31,73,1.0,1,4.0,utilization_std_3m,0.1513999999999998,0.9649091958999634,Utilisation volatility is elevated (utilization_std_3m=0.151),utilization_change_1m,0.1345999999999999,0.9161857962608337,Utilisation increased recently (utilization_change_1m=0.135),utilization_std_6m,0.1265166181442844,0.6057138442993164,Utilisation volatility is elevated (utilization_std_6m=0.127)
ACC001923,2022-05-31,74,1.0,1,3.0,cash_buffer_months,1.642,1.0286754369735718,Cash buffer is thin or deteriorating (cash_buffer_months=1.642),utilization_std_3m,0.1614000103263106,0.8701609969139099,Utilisation volatility is elevated (utilization_std_3m=0.161),utilization_change_1m,0.1614999999999999,0.7519753575325012,Utilisation increased recently (utilization_change_1m=0.161)
ACC001965,2022-05-31,75,1.0,1,4.0,cash_buffer_months,2.216,0.9163075089454651,Cash buffer is thin or deteriorating (cash_buffer_months=2.216),utilization_std_3m,0.1022988432648839,0.8664743304252625,Utilisation volatility is elevated (utilization_std_3m=0.102),utilization_std_6m,0.1083762274055833,0.5303441286087036,Utilisation volatility is elevated (utilization_std_6m=0.108)
ACC001968,2022-05-31,76,1.0,1,3.0,cash_buffer_months,2.258,0.889312207698822,Cash buffer is thin or deteriorating (cash_buffer_months=2.258),utilization_std_3m,0.1541533111332135,0.8719121813774109,Utilisation volatility is elevated (utilization_std_3m=0.154),utilization_change_1m,0.1559,0.8505551218986511,Utilisation increased recently (utilization_change_1m=0.156)
ACC002023,2022-05-31,77,1.0,1,4.0,cash_buffer_months,2.203,0.8335915803909302,Cash buffer is thin or deteriorating (cash_buffer_months=2.203),payment_to_balance,0.0277891957354234,0.5493847727775574,Payment relative to balance is weak (payment_to_balance=0.028),payment_to_due_ratio,0.6175,0.43713077902793884,Payment coverage is high (payment_to_due_ratio=0.618)
ACC002025,2022-05-31,78,1.0,1,4.0,cash_buffer_months,2.098,0.9291312098503113,Cash buffer is thin or deteriorating (cash_buffer_months=2.098),utilization_std_3m,0.0884060141242288,0.8965820074081421,Utilisation volatility is elevated (utilization_std_3m=0.088),utilization_std_6m,0.1228090658977042,0.6605064272880554,Utilisation volatility is elevated (utilization_std_6m=0.123)
ACC002030,2022-05-31,79,1.0,1,3.0,cash_buffer_months,2.108,0.9741883277893066,Cash buffer is thin or deteriorating (cash_buffer_months=2.108),utilization_std_3m,0.0982970158923119,0.812096893787384,Utilisation volatility is elevated (utilization_std_3m=0.098),utilization_change_1m,0.1184999999999998,0.7711524367332458,Utilisation increased recently (utilization_change_1m=0.118)
ACC002041,2022-05-31,80,1.0,1,3.0,cash_buffer_months,1.584,0.9404007792472839,Cash buffer is thin or deteriorating (cash_buffer_months=1.584),utilization_std_3m,0.1538168174593827,0.862402081489563,Utilisation volatility is elevated (utilization_std_3m=0.154),utilization_change_1m,0.1338000000000001,0.7998430728912354,Utilisation increased recently (utilization_change_1m=0.134)
ACC002084,2022-05-31,81,1.0,1,4.0,cash_buffer_months,2.401,0.8767759799957275,Cash buffer is thin or deteriorating (cash_buffer_months=2.401),utilization_std_3m,0.0864229714832812,0.8136777877807617,Utilisation volatility is elevated (utilization_std_3m=0.086),utilization_change_1m,0.1313,0.7657510638237,Utilisation increased recently (utilization_change_1m=0.131)
ACC002085,2022-05-31,82,1.0,1,2.0,cash_buffer_months,1.423,1.0384081602096558,Cash buffer is thin or deteriorating (cash_buffer_months=1.423),utilization_std_3m,0.1300317012629354,0.8387218117713928,Utilisation volatility is elevated (utilization_std_3m=0.130),utilization_std_6m,0.2107501459074229,0.6736599802970886,Utilisation volatility is elevated (utilization_std_6m=0.211)
ACC002163,2022-05-31,83,1.0,1,6.0,utilization_std_3m,0.0881158517710248,0.8714567422866821,Utilisation volatility is elevated (utilization_std_3m=0.088),cash_buffer_months,2.411,0.6742255091667175,Cash buffer is thin or deteriorating (cash_buffer_months=2.411),payment_to_balance,0.0311780019305993,0.5808202624320984,Payment relative to balance is weak (payment_to_balance=0.031)
ACC002175,2022-05-31,84,1.0,1,3.0,utilization_std_3m,0.1864389444295371,0.8808019757270813,Utilisation volatility is elevated (utilization_std_3m=0.186),cash_buffer_months,2.271,0.8713108897209167,Cash buffer is thin or deteriorating (cash_buffer_months=2.271),utilization_change_1m,0.1798,0.715692937374115,Utilisation increased recently (utilization_change_1m=0.180)
ACC002214,2022-05-31,85,1.0,1,1.0,cash_buffer_months,1.017,0.9116666316986084,Cash buffer is thin or deteriorating (cash_buffer_months=1.017),utilization_std_3m,0.169480116827904,0.8851984739303589,Utilisation volatility is elevated (utilization_std_3m=0.169),utilization_change_1m,0.2283999999999999,0.7080291509628296,Utilisation increased recently (utilization_change_1m=0.228)
ACC002237,2022-05-31,86,1.0,1,3.0,cash_buffer_months,1.346,0.9320011734962463,Cash buffer is thin or deteriorating (cash_buffer_months=1.346),utilization_std_3m,0.1547000430941548,0.8796483874320984,Utilisation volatility is elevated (utilization_std_3m=0.155),utilization_change_1m,0.1240999999999999,0.8028976917266846,Utilisation increased recently (utilization_change_1m=0.124)
ACC002294,2022-05-31,87,1.0,1,2.0,cash_buffer_months,1.911,0.9534592628479004,Cash buffer is thin or deteriorating (cash_buffer_months=1.911),utilization_std_3m,0.1254050371130816,0.8535566329956055,Utilisation volatility is elevated (utilization_std_3m=0.125),utilization_change_1m,0.1016999999999999,0.7066519856452942,Utilisation increased recently (utilization_change_1m=0.102)
ACC002310,2022-05-31,88,1.0,1,4.0,cash_buffer_months,2.007,0.9229528307914734,Cash buffer is thin or deteriorating (cash_buffer_months=2.007),utilization_std_3m,0.1302682744697774,0.883699357509613,Utilisation volatility is elevated (utilization_std_3m=0.130),utilization_change_1m,0.1547,0.8126748204231262,Utilisation increased recently (utilization_change_1m=0.155)
ACC002322,2022-05-31,89,1.0,0,,utilization_std_3m,0.1109395030335603,0.950012743473053,Utilisation volatility is elevated (utilization_std_3m=0.111),cash_buffer_months,2.367,0.892311692237854,Cash buffer is thin or deteriorating (cash_buffer_months=2.367),payment_to_balance,0.0396088267970665,0.42996132373809814,Payment relative to balance is weak (payment_to_balance=0.040)
ACC002340,2022-05-31,90,1.0,1,4.0,cash_buffer_months,2.134,0.951580286026001,Cash buffer is thin or deteriorating (cash_buffer_months=2.134),utilization_std_3m,0.1013695713712951,0.8084943890571594,Utilisation volatility is elevated (utilization_std_3m=0.101),utilization_change_1m,0.1507,0.7995718717575073,Utilisation increased recently (utilization_change_1m=0.151)
ACC002346,2022-05-31,91,1.0,1,4.0,cash_buffer_months,1.955,1.0502749681472778,Cash buffer is thin or deteriorating (cash_buffer_months=1.955),utilization_std_3m,0.083247762732701,0.6623459458351135,Utilisation volatility is elevated (utilization_std_3m=0.083),utilization_std_6m,0.125449862494942,0.6256942749023438,Utilisation volatility is elevated (utilization_std_6m=0.125)
ACC002359,2022-05-31,92,1.0,1,5.0,cash_buffer_months,2.174,1.0277453660964966,Cash buffer is thin or deteriorating (cash_buffer_months=2.174),utilization_std_3m,0.1497470311336194,0.8272837996482849,Utilisation volatility is elevated (utilization_std_3m=0.150),utilization_change_1m,0.1561999999999999,0.6693074107170105,Utilisation increased recently (utilization_change_1m=0.156)
ACC002365,2022-05-31,93,1.0,1,3.0,cash_buffer_months,1.837,0.9717650413513184,Cash buffer is thin or deteriorating (cash_buffer_months=1.837),utilization_std_3m,0.0875685065153755,0.7415262460708618,Utilisation volatility is elevated (utilization_std_3m=0.088),utilization_std_6m,0.1536094137740262,0.6418601870536804,Utilisation volatility is elevated (utilization_std_6m=0.154)
ACC002414,2022-05-31,94,1.0,1,4.0,cash_buffer_months,2.13,0.9657508134841919,Cash buffer is thin or deteriorating (cash_buffer_months=2.130),utilization_std_3m,0.1610957582723184,0.8645668625831604,Utilisation volatility is elevated (utilization_std_3m=0.161),utilization_change_1m,0.1776999999999998,0.7044283151626587,Utilisation increased recently (utilization_change_1m=0.178)
ACC002454,2022-05-31,95,1.0,0,,cash_buffer_months,2.265,0.8521034717559814,Cash buffer is thin or deteriorating (cash_buffer_months=2.265),utilization_change_1m,0.1048,0.8177571296691895,Utilisation increased recently (utilization_change_1m=0.105),utilization_std_3m,0.0743667488420286,0.5227491855621338,Utilisation volatility is elevated (utilization_std_3m=0.074)
ACC000031,2022-05-31,96,0.98876405,0,,utilization_std_3m,0.0851496917199352,0.8100660443305969,Utilisation volatility is elevated (utilization_std_3m=0.085),cash_buffer_months,2.473,0.7222314476966858,Cash buffer is thin or deteriorating (cash_buffer_months=2.473),payment_to_balance,0.0392636486673556,0.4964475631713867,Payment relative to balance is weak (payment_to_balance=0.039)
ACC000260,2022-05-31,97,0.98876405,1,1.0,prior_30_plus_count_12m,1.0,1.1505459547042847,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_6m,0.1258126808659082,0.6197583079338074,Utilisation volatility is elevated (utilization_std_6m=0.126),ever_30_plus_before_t,1.0,0.43355822563171387,ever_30_plus_before_t contributes to higher risk (1.000)
ACC000368,2022-05-31,98,0.98876405,0,,utilization_change_1m,0.0998,0.9367597699165344,Utilisation increased recently (utilization_change_1m=0.100),utilization_std_3m,0.0954830351423747,0.9194039106369019,Utilisation volatility is elevated (utilization_std_3m=0.095),cash_buffer_months,2.735,0.37825942039489746,Cash buffer is thin or deteriorating (cash_buffer_months=2.735)
ACC000432,2022-05-31,99,0.98876405,0,,utilization_change_1m,0.0983999999999999,0.9301933646202087,Utilisation increased recently (utilization_change_1m=0.098),utilization_std_3m,0.0745451093857495,0.5457916259765625,Utilisation volatility is elevated (utilization_std_3m=0.075),payment_to_balance,0.0387112869140114,0.4010811150074005,Payment relative to balance is weak (payment_to_balance=0.039)
ACC000543,2022-05-31,100,0.98876405,1,5.0,utilization_std_3m,0.0906242241346096,0.9193163514137268,Utilisation volatility is elevated (utilization_std_3m=0.091),payment_to_balance,0.0371763533009327,0.4470893144607544,Payment relative to balance is weak (payment_to_balance=0.037),utilization_change_1m,0.068,0.3870299458503723,Utilisation increased recently (utilization_change_1m=0.068)
ACC000015,2022-06-30,1,1.0,1,1.0,cash_buffer_months,1.689,0.9259202480316162,Cash buffer is thin or deteriorating (cash_buffer_months=1.689),utilization_std_3m,0.1645997873631677,0.8776830434799194,Utilisation volatility is elevated (utilization_std_3m=0.165),utilization_change_1m,0.1419,0.7059009671211243,Utilisation increased recently (utilization_change_1m=0.142)
ACC000041,2022-06-30,2,1.0,1,5.0,cash_buffer_months,2.014,0.8983505964279175,Cash buffer is thin or deteriorating (cash_buffer_months=2.014),utilization_std_3m,0.0772949545572031,0.6226401925086975,Utilisation volatility is elevated (utilization_std_3m=0.077),payment_to_balance,0.0348999924729196,0.42499884963035583,Payment relative to balance is weak (payment_to_balance=0.035)
ACC000118,2022-06-30,3,1.0,1,3.0,cash_buffer_months,1.406,1.2458269596099854,Cash buffer is thin or deteriorating (cash_buffer_months=1.406),utilization_std_6m,0.1186873371510199,0.5911448001861572,Utilisation volatility is elevated (utilization_std_6m=0.119),payment_to_balance,0.0080281263277779,0.564324140548706,Payment relative to balance is weak (payment_to_balance=0.008)
ACC000222,2022-06-30,4,1.0,0,,utilization_std_3m,0.1004258100954797,0.9857121109962463,Utilisation volatility is elevated (utilization_std_3m=0.100),utilization_change_1m,0.1339,0.9004993438720703,Utilisation increased recently (utilization_change_1m=0.134),cash_buffer_months,2.555,0.6846433877944946,Cash buffer is thin or deteriorating (cash_buffer_months=2.555)
ACC000282,2022-06-30,5,1.0,1,2.0,cash_buffer_months,0.528,0.9147500395774841,Cash buffer is thin or deteriorating (cash_buffer_months=0.528),utilization_std_3m,0.1505689321650822,0.8461334109306335,Utilisation volatility is elevated (utilization_std_3m=0.151),utilization_change_1m,0.1120999999999998,0.6806879639625549,Utilisation increased recently (utilization_change_1m=0.112)
ACC000365,2022-06-30,6,1.0,1,3.0,cash_buffer_months,2.307,1.0935347080230713,Cash buffer is thin or deteriorating (cash_buffer_months=2.307),utilization_std_3m,0.0972257853315325,0.7436932921409607,Utilisation volatility is elevated (utilization_std_3m=0.097),utilization_std_6m,0.1937790150317277,0.5749670267105103,Utilisation volatility is elevated (utilization_std_6m=0.194)
ACC000417,2022-06-30,7,1.0,1,3.0,cash_buffer_months,1.709,1.2410041093826294,Cash buffer is thin or deteriorating (cash_buffer_months=1.709),utilization_std_6m,0.1527891837358478,0.6191390752792358,Utilisation volatility is elevated (utilization_std_6m=0.153),payment_to_balance,0.0268230947483852,0.5715663433074951,Payment relative to balance is weak (payment_to_balance=0.027)
ACC000434,2022-06-30,8,1.0,1,1.0,cash_buffer_months,1.932,1.2642910480499268,Cash buffer is thin or deteriorating (cash_buffer_months=1.932),utilization_std_6m,0.1454535080360734,0.6278879642486572,Utilisation volatility is elevated (utilization_std_6m=0.145),payment_to_balance,0.0078497503414089,0.5683814287185669,Payment relative to balance is weak (payment_to_balance=0.008)
ACC000441,2022-06-30,9,1.0,1,3.0,utilization_std_3m,0.1496203974507931,0.8751808404922485,Utilisation volatility is elevated (utilization_std_3m=0.150),cash_buffer_months,2.387,0.7922412157058716,Cash buffer is thin or deteriorating (cash_buffer_months=2.387),utilization_change_1m,0.1235,0.7450059652328491,Utilisation increased recently (utilization_change_1m=0.123)
ACC000446,2022-06-30,10,1.0,1,3.0,cash_buffer_months,1.613,0.9659794569015503,Cash buffer is thin or deteriorating (cash_buffer_months=1.613),utilization_std_3m,0.1286363478959188,0.83604496717453,Utilisation volatility is elevated (utilization_std_3m=0.129),utilization_change_1m,0.1149,0.6793543100357056,Utilisation increased recently (utilization_change_1m=0.115)
ACC000457,2022-06-30,11,1.0,1,1.0,prior_30_plus_count_12m,1.0,1.0124212503433228,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_3m,0.1114134641773603,0.9805602431297302,Utilisation volatility is elevated (utilization_std_3m=0.111),utilization_std_6m,0.1632555501864075,0.6472490429878235,Utilisation volatility is elevated (utilization_std_6m=0.163)
ACC000458,2022-06-30,12,1.0,1,5.0,utilization_std_3m,0.119985040734252,0.9445885419845581,Utilisation volatility is elevated (utilization_std_3m=0.120),cash_buffer_months,2.027,0.8767952919006348,Cash buffer is thin or deteriorating (cash_buffer_months=2.027),utilization_change_1m,0.1816999999999999,0.8755111694335938,Utilisation increased recently (utilization_change_1m=0.182)
ACC000461,2022-06-30,13,1.0,1,1.0,cash_buffer_months,1.428,0.926397979259491,Cash buffer is thin or deteriorating (cash_buffer_months=1.428),utilization_std_3m,0.1554779834360264,0.878949761390686,Utilisation volatility is elevated (utilization_std_3m=0.155),utilization_change_1m,0.1761,0.7699456214904785,Utilisation increased recently (utilization_change_1m=0.176)
ACC000473,2022-06-30,14,1.0,1,4.0,utilization_std_3m,0.1122142741959921,0.8785281777381897,Utilisation volatility is elevated (utilization_std_3m=0.112),cash_buffer_months,2.226,0.85610431432724,Cash buffer is thin or deteriorating (cash_buffer_months=2.226),utilization_change_1m,0.1090999999999999,0.8367074131965637,Utilisation increased recently (utilization_change_1m=0.109)
ACC000478,2022-06-30,15,1.0,1,3.0,utilization_std_3m,0.1227593988255079,0.9153198003768921,Utilisation volatility is elevated (utilization_std_3m=0.123),cash_buffer_months,2.161,0.9064145088195801,Cash buffer is thin or deteriorating (cash_buffer_months=2.161),utilization_change_1m,0.1415999999999999,0.8092196583747864,Utilisation increased recently (utilization_change_1m=0.142)
ACC000508,2022-06-30,16,1.0,1,2.0,cash_buffer_months,2.163,0.9284912347793579,Cash buffer is thin or deteriorating (cash_buffer_months=2.163),utilization_std_3m,0.1117386384977607,0.8861996531486511,Utilisation volatility is elevated (utilization_std_3m=0.112),utilization_change_1m,0.1375999999999999,0.6942230463027954,Utilisation increased recently (utilization_change_1m=0.138)
ACC000543,2022-06-30,17,1.0,1,4.0,utilization_std_3m,0.0880615125920509,0.8841887712478638,Utilisation volatility is elevated (utilization_std_3m=0.088),utilization_change_1m,0.1067,0.8209869861602783,Utilisation increased recently (utilization_change_1m=0.107),cash_buffer_months,2.385,0.8114984035491943,Cash buffer is thin or deteriorating (cash_buffer_months=2.385)
ACC000548,2022-06-30,18,1.0,1,1.0,prior_30_plus_count_12m,1.0,1.1473491191864014,Prior delinquency history contributes (prior_30_plus_count_12m=1.000),utilization_std_6m,0.1079260008833209,0.5079566836357117,Utilisation volatility is elevated (utilization_std_6m=0.108),ever_30_plus_before_t,1.0,0.40557193756103516,ever_30_plus_before_t contributes to higher risk (1.000)
ACC000579,2022-06-30,19,1.0,1,1.0,cash_buffer_months,0.647,0.9945045113563538,Cash buffer is thin or deteriorating (cash_buffer_months=0.647),utilization_std_3m,0.1437337932893073,0.8342247605323792,Utilisation volatility is elevated (utilization_std_3m=0.144),utilization_change_1m,0.1010999999999999,0.7545117735862732,Utilisation increased recently (utilization_change_1m=0.101)
ACC000605,2022-06-30,20,1.0,1,3.0,utilization_std_3m,0.1520951785341449,0.8924567699432373,Utilisation volatility is elevated (utilization_std_3m=0.152),utilization_change_1m,0.1863,0.8624113202095032,Utilisation increased recently (utilization_change_1m=0.186),utilization_std_6m,0.1817017308668252,0.6974241733551025,Utilisation volatility is elevated (utilization_std_6m=0.182)
ACC000619,2022-06-30,21,1.0,1,3.0,cash_buffer_months,2.006,1.077474594116211,Cash buffer is thin or deteriorating (cash_buffer_months=2.006),payment_to_balance,0.0255035443557,0.578548014163971,Payment relative to balance is weak (payment_to_balance=0.026),utilization_std_6m,0.1759297890258122,0.5753403306007385,Utilisation volatility is elevated (utilization_std_6m=0.176)
ACC000630,2022-06-30,22,1.0,1,1.0,cash_buffer_months,0.901,1.2584773302078247,Cash buffer is thin or deteriorating (cash_buffer_months=0.901),payment_to_balance,0.0106948819929306,0.5711784958839417,Payment relative to balance is weak (payment_to_balance=0.011),payment_to_due_ratio,0.2377,0.4563625454902649,Payment coverage is high (payment_to_due_ratio=0.238)
ACC000652,2022-06-30,23,1.0,1,4.0,cash_buffer_months,1.926,0.9436358213424683,Cash buffer is thin or deteriorating (cash_buffer_months=1.926),utilization_std_3m,0.0911817050363345,0.721393883228302,Utilisation volatility is elevated (utilization_std_3m=0.091),utilization_std_6m,0.124459835556161,0.6178503632545471,Utilisation volatility is elevated (utilization_std_6m=0.124)
ACC000675,2022-06-30,24,1.0,1,1.0,cash_buffer_months,0.807,0.9072475433349609,Cash buffer is thin or deteriorating (cash_buffer_months=0.807),utilization_std_3m,0.1039057906631453,0.8204602003097534,Utilisation volatility is elevated (utilization_std_3m=0.104),utilization_change_1m,0.1057999999999999,0.7047030329704285,Utilisation increased recently (utilization_change_1m=0.106)
ACC000710,2022-06-30,25,1.0,1,4.0,utilization_std_3m,0.1056761247081547,0.9366605281829834,Utilisation volatility is elevated (utilization_std_3m=0.106),cash_buffer_months,1.407,0.9359228014945984,Cash buffer is thin or deteriorating (cash_buffer_months=1.407),utilization_change_1m,0.1311999999999999,0.8716891407966614,Utilisation increased recently (utilization_change_1m=0.131)
ACC000721,2022-06-30,26,1.0,1,1.0,cash_buffer_months,1.908,1.262691617012024,Cash buffer is thin or deteriorating (cash_buffer_months=1.908),utilization_std_6m,0.158307646688339,0.6321046948432922,Utilisation volatility is elevated (utilization_std_6m=0.158),payment_to_balance,0.0224597430140613,0.5717333555221558,Payment relative to balance is weak (payment_to_balance=0.022)
ACC000753,2022-06-30,27,1.0,1,2.0,cash_buffer_months,1.303,1.286787509918213,Cash buffer is thin or deteriorating (cash_buffer_months=1.303),payment_to_balance,0.0221229116059754,0.5942529439926147,Payment relative to balance is weak (payment_to_balance=0.022),payment_to_due_ratio,0.4916,0.447104811668396,Payment coverage is high (payment_to_due_ratio=0.492)
ACC000798,2022-06-30,28,1.0,1,1.0,cash_buffer_months,1.47,1.17568838596344,Cash buffer is thin or deteriorating (cash_buffer_months=1.470),utilization_std_6m,0.1727552112093869,0.6226384043693542,Utilisation volatility is elevated (utilization_std_6m=0.173),payment_to_balance,0.0135895380842952,0.5496739149093628,Payment relative to balance is weak (payment_to_balance=0.014)
ACC000801,2022-06-30,29,1.0,1,2.0,utilization_std_3m,0.1589411631180965,0.8977466821670532,Utilisation volatility is elevated (utilization_std_3m=0.159),utilization_change_1m,0.1703999999999999,0.8161512017250061,Utilisation increased recently (utilization_change_1m=0.170),cash_buffer_months,2.368,0.8160200119018555,Cash buffer is thin or deteriorating (cash_buffer_months=2.368)
ACC000821,2022-06-30,30,1.0,1,1.0,cash_buffer_months,1.089,1.2474253177642822,Cash buffer is thin or deteriorating (cash_buffer_months=1.089),utilization_std_6m,0.1646047953938966,0.6199023127555847,Utilisation volatility is elevated (utilization_std_6m=0.165),payment_to_balance,0.0180864134861891,0.5739358067512512,Payment relative to balance is weak (payment_to_balance=0.018)
ACC000921,2022-06-30,31,1.0,1,1.0,cash_buffer_months,2.231,0.8830012083053589,Cash buffer is thin or deteriorating (cash_buffer_months=2.231),utilization_std_3m,0.1420561274050977,0.8768072128295898,Utilisation volatility is elevated (utilization_std_3m=0.142),utilization_change_1m,0.1286,0.8101308345794678,Utilisation increased recently (utilization_change_1m=0.129)
ACC000934,2022-06-30,32,1.0,1,4.0,utilization_std_3m,0.1071881056834199,0.9504879713058472,Utilisation volatility is elevated (utilization_std_3m=0.107),cash_buffer_months,1.726,0.8721720576286316,Cash buffer is thin or deteriorating (cash_buffer_months=1.726),utilization_change_1m,0.1121,0.867348313331604,Utilisation increased recently (utilization_change_1m=0.112)
ACC000985,2022-06-30,33,1.0,1,3.0,cash_buffer_months,1.192,0.9235730171203613,Cash buffer is thin or deteriorating (cash_buffer_months=1.192),utilization_std_3m,0.1056549257409852,0.8490597009658813,Utilisation volatility is elevated (utilization_std_3m=0.106),utilization_change_1m,0.1115,0.7034068703651428,Utilisation increased recently (utilization_change_1m=0.112)
ACC000990,2022-06-30,34,1.0,1,1.0,cash_buffer_months,0.604,0.905636191368103,Cash buffer is thin or deteriorating (cash_buffer_months=0.604),utilization_std_6m,0.1754267140432146,0.7068432569503784,Utilisation volatility is elevated (utilization_std_6m=0.175),payment_to_balance,0.0176574898601159,0.5261077284812927,Payment relative to balance is weak (payment_to_balance=0.018)
ACC001096,2022-06-30,35,1.0,1,5.0,cash_buffer_months,1.994,1.096216082572937,Cash buffer is thin or deteriorating (cash_buffer_months=1.994),payment_to_balance,0.0270635038404737,0.5449344515800476,Payment relative to balance is weak (payment_to_balance=0.027),utilization_std_6m,0.1051578385095469,0.45026910305023193,Utilisation volatility is elevated (utilization_std_6m=0.105)
ACC001195,2022-06-30,36,1.0,1,1.0,cash_buffer_months,1.051,1.2558391094207764,Cash buffer is thin or deteriorating (cash_buffer_months=1.051),payment_to_balance,0.007392198559272,0.5075932145118713,Payment relative to balance is weak (payment_to_balance=0.007),payment_to_due_ratio,0.1643,0.402579665184021,Payment coverage is high (payment_to_due_ratio=0.164)
ACC001225,2022-06-30,37,1.0,1,3.0,cash_buffer_months,1.792,0.9119008779525757,Cash buffer is thin or deteriorating (cash_buffer_months=1.792),utilization_std_3m,0.1267987513082575,0.8820233345031738,Utilisation volatility is elevated (utilization_std_3m=0.127),utilization_change_1m,0.1128,0.7908374667167664,Utilisation increased recently (utilization_change_1m=0.113)
ACC001244,2022-06-30,38,1.0,1,3.0,cash_buffer_months,1.913,0.9857489466667175,Cash buffer is thin or deteriorating (cash_buffer_months=1.913),utilization_std_3m,0.142251092555851,0.8626837730407715,Utilisation volatility is elevated (utilization_std_3m=0.142),utilization_change_1m,0.1246,0.7166056036949158,Utilisation increased recently (utilization_change_1m=0.125)
ACC001283,2022-06-30,39,1.0,1,4.0,utilization_change_1m,0.1025999999999999,0.7781580090522766,Utilisation increased recently (utilization_change_1m=0.103),utilization_std_6m,0.1288090835306267,0.7127772569656372,Utilisation volatility is elevated (utilization_std_6m=0.129),payment_to_balance,0.028894149984163,0.491664320230484,Payment relative to balance is weak (payment_to_balance=0.029)
ACC001289,2022-06-30,40,1.0,1,3.0,cash_buffer_months,2.143,0.9167038202285767,Cash buffer is thin or deteriorating (cash_buffer_months=2.143),utilization_std_3m,0.1298849105939552,0.8207862973213196,Utilisation volatility is elevated (utilization_std_3m=0.130),utilization_change_1m,0.1176999999999999,0.732114315032959,Utilisation increased recently (utilization_change_1m=0.118)
ACC001326,2022-06-30,41,1.0,1,2.0,cash_buffer_months,1.666,0.9114123582839966,Cash buffer is thin or deteriorating (cash_buffer_months=1.666),utilization_std_3m,0.14578217769444,0.8482838869094849,Utilisation volatility is elevated (utilization_std_3m=0.146),utilization_change_1m,0.1813,0.8234761953353882,Utilisation increased recently (utilization_change_1m=0.181)
ACC001329,2022-06-30,42,1.0,1,1.0,cash_buffer_months,0.935,1.0499683618545532,Cash buffer is thin or deteriorating (cash_buffer_months=0.935),utilization_std_3m,0.1439526426757545,0.8297214508056641,Utilisation volatility is elevated (utilization_std_3m=0.144),utilization_std_6m,0.2285563161819568,0.6416759490966797,Utilisation volatility is elevated (utilization_std_6m=0.229)
ACC001363,2022-06-30,43,1.0,0,,cash_buffer_months,2.216,0.8545091152191162,Cash buffer is thin or deteriorating (cash_buffer_months=2.216),utilization_change_1m,0.1107,0.8004634380340576,Utilisation increased recently (utilization_change_1m=0.111),utilization_std_6m,0.1294750271931488,0.6468321084976196,Utilisation volatility is elevated (utilization_std_6m=0.129)
ACC001423,2022-06-30,44,1.0,1,4.0,cash_buffer_months,1.635,0.9640213847160339,Cash buffer is thin or deteriorating (cash_buffer_months=1.635),utilization_std_3m,0.1088049631220929,0.8004085421562195,Utilisation volatility is elevated (utilization_std_3m=0.109),utilization_change_1m,0.1069999999999999,0.7595746517181396,Utilisation increased recently (utilization_change_1m=0.107)
ACC001463,2022-06-30,45,1.0,1,1.0,cash_buffer_months,2.061,0.9291560053825378,Cash buffer is thin or deteriorating (cash_buffer_months=2.061),utilization_std_3m,0.1431408513783994,0.8476633429527283,Utilisation volatility is elevated (utilization_std_3m=0.143),utilization_change_1m,0.1725999999999998,0.7985532283782959,Utilisation increased recently (utilization_change_1m=0.173)
